id,code,name,account_type,type_currency,status,balance,date_modification,date_creation,changed,quantitative,subject_account,full_name,check_excess_balance,created_by
700189,4290,"Прочие авансы, выданные персоналу",Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"4200. СЧЕТА УЧЕТА АВАНСОВ, ВЫДАННЫХ ПЕРСОНАЛУ","4290. Прочие авансы, выданные персоналу",Да,System
700190,4310,"Авансы, выданные поставщикам и подрядчикам",Активный,Все валюты,Активный,Да,05.12.2024 17:33:26,29.05.2024 19:41:03,Юсупов Феурз,Нет,"4300. СЧЕТА УЧЕТА АВАНСОВ, ВЫДАННЫХ ПОСТАВЩИКАМ И ПОДРЯДЧИКАМ","4310. Авансы, выданные поставщикам и подрядчикам",Да,System
700191,4320,"Авансы, выданные поставщикам и подрядчикам под долгосрочные активы",Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"4300. СЧЕТА УЧЕТА АВАНСОВ, ВЫДАННЫХ ПОСТАВЩИКАМ И ПОДРЯДЧИКАМ","4320. Авансы, выданные поставщикам и подрядчикам под долгосрочные активы",Да,System
700192,4330,Прочие авансы выданные,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"4300. СЧЕТА УЧЕТА АВАНСОВ, ВЫДАННЫХ ПОСТАВЩИКАМ И ПОДРЯДЧИКАМ",4330. Прочие авансы выданные,Да,System
700193,4410,Подоходный налог (авансовый платеж),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4400. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В БЮДЖЕТ,4410. Подоходный налог (авансовый платеж),Да,System
700194,4411,Единый налоговый платеж (авансовый платеж),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4400. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В БЮДЖЕТ,4411. Единый налоговый платеж (авансовый платеж),Да,System
700195,4412,Налог на добавленную стоимость (НДС) (авансовый платеж),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4400. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В БЮДЖЕТ,4412. Налог на добавленную стоимость (НДС) (авансовый платеж),Да,System
700196,4413,Налог на имущество (авансовый платеж),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4400. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В БЮДЖЕТ,4413. Налог на имущество (авансовый платеж),Да,System
1041660,4418,Акцизный налог (авансовый платеж),Активный,Все валюты,Активный,Да,24.05.2025 23:14:50,24.05.2025 23:14:50,System,Нет,4400. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В БЮДЖЕТ,4418. Акцизный налог (авансовый платеж),Да,System
700197,4510,Авансовые платежи по страхованию,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4500. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ И ПО СТРАХОВАНИЮ,4510. Авансовые платежи по страхованию,Да,System
700198,4520,Платежи в государственные целевые фонды (авансовый платеж),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4500. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ И ПО СТРАХОВАНИЮ,4520. Платежи в государственные целевые фонды (авансовый платеж),Да,System
700199,4521,Отчисления во внебюджетный Пенсионный фонд (авансовый платеж),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4500. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ И ПО СТРАХОВАНИЮ,4521. Отчисления во внебюджетный Пенсионный фонд (авансовый платеж),Да,System
700200,4522,Отчисления в профсоюз (авансовый платеж),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4500. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ И ПО СТРАХОВАНИЮ,4522. Отчисления в профсоюз (авансовый платеж),Да,System
700201,4523,Отчисления в фонд Камолот (авансовый платеж),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4500. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ И ПО СТРАХОВАНИЮ,4523. Отчисления в фонд Камолот (авансовый платеж),Да,System
700202,4524,Единый социальный платеж (авансовый платеж),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4500. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ И ПО СТРАХОВАНИЮ,4524. Единый социальный платеж (авансовый платеж),Да,System
700203,4525,Платежи в Пенсионный фонд (авансовый платеж),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4500. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ И ПО СТРАХОВАНИЮ,4525. Платежи в Пенсионный фонд (авансовый платеж),Да,System
700204,4526,Отчисления в дорожный фонд (авансовый платеж),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4500. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ И ПО СТРАХОВАНИЮ,4526. Отчисления в дорожный фонд (авансовый платеж),Да,System
700205,4527,Отчисления на школьное образование (авансовый платеж),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4500. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ И ПО СТРАХОВАНИЮ,4527. Отчисления на школьное образование (авансовый платеж),Да,System
700206,4530,Отчисления в ИНПС (авансовый платеж),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4500. СЧЕТА УЧЕТА АВАНСОВЫХ ПЛАТЕЖЕЙ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ И ПО СТРАХОВАНИЮ,4530. Отчисления в ИНПС (авансовый платеж),Да,System
700207,4610,Задолженность учредителей по вкладам в уставный капитал,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4600. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ УЧРЕДИТЕЛЕЙ ПО ВКЛАДАМ В УСТАВНЫЙ КАПИТАЛ,4610. Задолженность учредителей по вкладам в уставный капитал,Да,System
700208,4710,"Задолженность персонала по товарам, реализованным в кредит",Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4700. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПЕРСОНАЛА ПО ПРОЧИМ ОПЕРАЦИЯМ,"4710. Задолженность персонала по товарам, реализованным в кредит",Да,System
700209,4720,Задолженность персонала по предоставленным займам,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4700. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПЕРСОНАЛА ПО ПРОЧИМ ОПЕРАЦИЯМ,4720. Задолженность персонала по предоставленным займам,Да,System
700210,4730,Задолженность персонала по возмещению материального ущерба,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4700. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПЕРСОНАЛА ПО ПРОЧИМ ОПЕРАЦИЯМ,4730. Задолженность персонала по возмещению материального ущерба,Да,System
700211,4790,Прочая задолженность персонала,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4700. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПЕРСОНАЛА ПО ПРОЧИМ ОПЕРАЦИЯМ,4790. Прочая задолженность персонала,Да,System
700212,4810,Текущие платежи к получению по долгосрочной аренде,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4800. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫХ ДЕБИТОРОВ,4810. Текущие платежи к получению по долгосрочной аренде,Да,System
700213,4820,Платежи к получению по краткосрочной аренде,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4800. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫХ ДЕБИТОРОВ,4820. Платежи к получению по краткосрочной аренде,Да,System
700214,4830,Проценты к получению,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4800. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫХ ДЕБИТОРОВ,4830. Проценты к получению,Да,System
700215,4840,Дивиденды к получению,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4800. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫХ ДЕБИТОРОВ,4840. Дивиденды к получению,Да,System
700216,4850,Роялти к получению,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4800. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫХ ДЕБИТОРОВ,4850. Роялти к получению,Да,System
700217,4860,Счета к получению по претензиям,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4800. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫХ ДЕБИТОРОВ,4860. Счета к получению по претензиям,Да,System
700218,4890,Задолженность прочих дебиторов,Активный,Все валюты,Активный,Да,05.12.2024 17:33:48,29.05.2024 19:41:03,Юсупов Феурз,Нет,4800. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫХ ДЕБИТОРОВ,4890. Задолженность прочих дебиторов,Да,System
700219,4910,Резерв по сомнительным долгам,Контр - пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,4900. СЧЕТА УЧЕТА РЕЗЕРВА ПО СОМНИТЕЛЬНЫМ ДОЛГАМ,4910. Резерв по сомнительным долгам,Да,System
700220,5010,Денежные средства в национальной валюте,Активный,Все валюты,Активный,Да,14.05.2025 16:22:43,29.05.2024 19:41:03,Юсупов Азизбек,Нет,5000. СЧЕТА УЧЕТА ДЕНЕЖНЫХ СРЕДСТВ В КАССЕ,5010. Денежные средства в национальной валюте,Да,System
700221,5020,Денежные средства в иностранной валюте,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5000. СЧЕТА УЧЕТА ДЕНЕЖНЫХ СРЕДСТВ В КАССЕ,5020. Денежные средства в иностранной валюте,Да,System
700222,5110,Расчетный счет,Активный,Все валюты,Активный,Да,14.05.2025 18:05:28,29.05.2024 19:41:03,Admin,Нет,5100. СЧЕТА УЧЕТА ДЕНЕЖНЫХ СРЕДСТВ НА РАСЧЕТНОМ СЧЕТЕ,5110. Расчетный счет,Да,System
700223,5210,Валютные счета внутри страны,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5200. СЧЕТА УЧЕТА ДЕНЕЖНЫХ СРЕДСТВ В ИНОСТРАННОЙ ВАЛЮТЕ,5210. Валютные счета внутри страны,Да,System
700224,5220,Валютные счета за рубежом,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5200. СЧЕТА УЧЕТА ДЕНЕЖНЫХ СРЕДСТВ В ИНОСТРАННОЙ ВАЛЮТЕ,5220. Валютные счета за рубежом,Да,System
700225,5510,Аккредитивы,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5500. СЧЕТА УЧЕТА ДЕНЕЖНЫХ СРЕДСТВ НА СПЕЦИАЛЬНЫХ СЧЕТАХ В БАНКЕ,5510. Аккредитивы,Да,System
700226,5520,Чековые книжки,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5500. СЧЕТА УЧЕТА ДЕНЕЖНЫХ СРЕДСТВ НА СПЕЦИАЛЬНЫХ СЧЕТАХ В БАНКЕ,5520. Чековые книжки,Да,System
700228,5610,Денежные эквиваленты (по видам),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5600. СЧЕТА УЧЕТА ДЕНЕЖНЫХ ЭКВИВАЛЕНТОВ,5610. Денежные эквиваленты (по видам),Да,System
700229,5710,Денежные средства (переводы) в пути,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5700. СЧЕТА УЧЕТА ДЕНЕЖНЫХ СРЕДСТВ (ПЕРЕВОДОВ) В ПУТИ,5710. Денежные средства (переводы) в пути,Да,System
700383,5711,Терминал,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5700. СЧЕТА УЧЕТА ДЕНЕЖНЫХ СРЕДСТВ (ПЕРЕВОДОВ) В ПУТИ,5711. Терминал,Да,System
700386,5712,Терминал (под отчет),Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5700. СЧЕТА УЧЕТА ДЕНЕЖНЫХ СРЕДСТВ (ПЕРЕВОДОВ) В ПУТИ,5712. Терминал (под отчет),Да,System
700230,5810,Ценные бумаги,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5800. СЧЕТА УЧЕТА КРАТКОСРОЧНЫХ ИНВЕСТИЦИЙ,5810. Ценные бумаги,Да,System
700231,5830,Краткосрочные займы выданные,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5800. СЧЕТА УЧЕТА КРАТКОСРОЧНЫХ ИНВЕСТИЦИЙ,5830. Краткосрочные займы выданные,Да,System
700232,5890,Прочие текущие инвестиции,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5800. СЧЕТА УЧЕТА КРАТКОСРОЧНЫХ ИНВЕСТИЦИЙ,5890. Прочие текущие инвестиции,Да,System
700233,5910,Недостачи и потери от порчи ценностей,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5900. СЧЕТА УЧЕТА НЕДОСТАЧ И ПОТЕРЬ ОТ ПОРЧИ ЦЕННОСТЕЙ И ПРОЧИХ ТЕКУЩИХ АКТИВОВ,5910. Недостачи и потери от порчи ценностей,Да,System
700234,5920,Прочие текущие активы,Активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,5900. СЧЕТА УЧЕТА НЕДОСТАЧ И ПОТЕРЬ ОТ ПОРЧИ ЦЕННОСТЕЙ И ПРОЧИХ ТЕКУЩИХ АКТИВОВ,5920. Прочие текущие активы,Да,System
700235,6010,Счета к оплате поставщикам и подрядчикам,Пассивный,Все валюты,Активный,Да,25.11.2024 17:42:57,29.05.2024 19:41:03,Юсупов Феурз,Нет,6000. СЧЕТА К ОПЛАТЕ ПОСТАВЩИКАМ И ПОДРЯДЧИКАМ,6010. Счета к оплате поставщикам и подрядчикам,Да,System
700236,6020,Векселя выданные,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6000. СЧЕТА К ОПЛАТЕ ПОСТАВЩИКАМ И ПОДРЯДЧИКАМ,6020. Векселя выданные,Да,System
700237,6110,Счета к оплате обособленным подразделениям,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"6100. СЧЕТА К ОПЛАТЕ ОБОСОБЛЕННЫМ ПОДРАЗДЕЛЕНИЯМ, ДОЧЕРНИМ И ЗАВИСИМЫМ ХОЗЯЙСТВЕННЫМ ОБЩЕСТВАМ",6110. Счета к оплате обособленным подразделениям,Да,System
700238,6120,Счета к оплате дочерним и зависимым хозяйственным обществам,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"6100. СЧЕТА К ОПЛАТЕ ОБОСОБЛЕННЫМ ПОДРАЗДЕЛЕНИЯМ, ДОЧЕРНИМ И ЗАВИСИМЫМ ХОЗЯЙСТВЕННЫМ ОБЩЕСТВАМ",6120. Счета к оплате дочерним и зависимым хозяйственным обществам,Да,System
700239,6121,Отчисление от членских взносов Республиканской ТПП,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"6100. СЧЕТА К ОПЛАТЕ ОБОСОБЛЕННЫМ ПОДРАЗДЕЛЕНИЯМ, ДОЧЕРНИМ И ЗАВИСИМЫМ ХОЗЯЙСТВЕННЫМ ОБЩЕСТВАМ",6121. Отчисление от членских взносов Республиканской ТПП,Да,System
700240,6122,Отчисление Территориальному Управлению от Республиканской Палаты,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"6100. СЧЕТА К ОПЛАТЕ ОБОСОБЛЕННЫМ ПОДРАЗДЕЛЕНИЯМ, ДОЧЕРНИМ И ЗАВИСИМЫМ ХОЗЯЙСТВЕННЫМ ОБЩЕСТВАМ",6122. Отчисление Территориальному Управлению от Республиканской Палаты,Да,System
700241,6123,Отчисления Территориальному Управлению от ИКЦ,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"6100. СЧЕТА К ОПЛАТЕ ОБОСОБЛЕННЫМ ПОДРАЗДЕЛЕНИЯМ, ДОЧЕРНИМ И ЗАВИСИМЫМ ХОЗЯЙСТВЕННЫМ ОБЩЕСТВАМ",6123. Отчисления Территориальному Управлению от ИКЦ,Да,System
700242,6210,Отсроченные доходы в виде дисконта (скидки),Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6200. СЧЕТА УЧЕТА ОТСРОЧЕННЫХ ОБЯЗАТЕЛЬСТВ,6210. Отсроченные доходы в виде дисконта (скидки),Да,System
700243,6220,Отсроченные доходы в виде премии (надбавки),Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6200. СЧЕТА УЧЕТА ОТСРОЧЕННЫХ ОБЯЗАТЕЛЬСТВ,6220. Отсроченные доходы в виде премии (надбавки),Да,System
700244,6230,Прочие отсроченные доходы,Пассивный,Все валюты,Активный,Да,18.03.2025 11:50:57,29.05.2024 19:41:03,Юсупов Феурз,Нет,6200. СЧЕТА УЧЕТА ОТСРОЧЕННЫХ ОБЯЗАТЕЛЬСТВ,6230. Прочие отсроченные доходы,Да,System
700245,6240,Отсроченные обязательства по налогам и обязательным платежам,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6200. СЧЕТА УЧЕТА ОТСРОЧЕННЫХ ОБЯЗАТЕЛЬСТВ,6240. Отсроченные обязательства по налогам и обязательным платежам,Да,System
700246,6250,Обязательства по отсроченному налогу на доход (прибыль) по временным разницам,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6200. СЧЕТА УЧЕТА ОТСРОЧЕННЫХ ОБЯЗАТЕЛЬСТВ,6250. Обязательства по отсроченному налогу на доход (прибыль) по временным разницам,Да,System
700392,6260,Задолженность по инвентаризации ТМЦ по корректировке,Пассивный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6200. СЧЕТА УЧЕТА ОТСРОЧЕННЫХ ОБЯЗАТЕЛЬСТВ,6260. Задолженность по инвентаризации ТМЦ по корректировке,Да,System
700247,6290,Прочие отсроченные обязательства,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6200. СЧЕТА УЧЕТА ОТСРОЧЕННЫХ ОБЯЗАТЕЛЬСТВ,6290. Прочие отсроченные обязательства,Да,System
700248,6310,"Авансы, полученные от покупателей и заказчиков",Пассивный,Все валюты,Активный,Да,27.01.2025 16:18:44,29.05.2024 19:41:03,Юсупов Феурз,Нет,6300. СЧЕТА УЧЕТА ПОЛУЧЕННЫХ АВАНСОВ,"6310. Авансы, полученные от покупателей и заказчиков",Да,System
700396,6311,"Авансы, Полученные От Покупателей и Заказчиков(Бронь)",Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6300. СЧЕТА УЧЕТА ПОЛУЧЕННЫХ АВАНСОВ,"6311. Авансы, Полученные От Покупателей и Заказчиков(Бронь)",Да,System
700249,6320,"Авансы, полученные от подписчиков на акции",Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6300. СЧЕТА УЧЕТА ПОЛУЧЕННЫХ АВАНСОВ,"6320. Авансы, полученные от подписчиков на акции",Да,System
700409,6322,Деньги полученные за сломанное оборудование,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6300. СЧЕТА УЧЕТА ПОЛУЧЕННЫХ АВАНСОВ,6322. Деньги полученные за сломанное оборудование,Да,System
700250,6390,Прочие полученные авансы,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6300. СЧЕТА УЧЕТА ПОЛУЧЕННЫХ АВАНСОВ,6390. Прочие полученные авансы,Да,System
700251,6410,Подоходный налог,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6400. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО ПЛАТЕЖАМ В БЮДЖЕТ,6410. Подоходный налог,Да,System
763380,6410.1,Налог с оборота,Пассивный,Только в базовой валюте,Активный,Нет,05.12.2024 17:33:52,14.08.2024 17:40:30,Юсупов Феурз,Нет,6400. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО ПЛАТЕЖАМ В БЮДЖЕТ,6410.1. Налог с оборота,Да,Нигматуллаев Бобур
700252,6411,Единый налоговый платеж,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6400. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО ПЛАТЕЖАМ В БЮДЖЕТ,6411. Единый налоговый платеж,Да,System
700253,6412,Налог на добавленную стоимость (НДС),Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6400. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО ПЛАТЕЖАМ В БЮДЖЕТ,6412. Налог на добавленную стоимость (НДС),Да,System
700254,6413,Налог на имущество,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6400. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО ПЛАТЕЖАМ В БЮДЖЕТ,6413. Налог на имущество,Да,System
700255,6414,Единый земельный налог,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6400. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО ПЛАТЕЖАМ В БЮДЖЕТ,6414. Единый земельный налог,Да,System
700256,6417,Земельный налог,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6400. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО ПЛАТЕЖАМ В БЮДЖЕТ,6417. Земельный налог,Да,System
700378,6418,Акцизный налог,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6400. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО ПЛАТЕЖАМ В БЮДЖЕТ,6418. Акцизный налог,Да,System
700257,6510,Платежи по страхованию,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6500. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО СТРАХОВАНИЮ И ПО ПЛАТЕЖАМ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ,6510. Платежи по страхованию,Да,System
700258,6520,Платежи в государственные целевые фонды,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6500. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО СТРАХОВАНИЮ И ПО ПЛАТЕЖАМ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ,6520. Платежи в государственные целевые фонды,Да,System
700259,6521,Отчисления во внебюджетный Пенсионный фонд,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6500. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО СТРАХОВАНИЮ И ПО ПЛАТЕЖАМ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ,6521. Отчисления во внебюджетный Пенсионный фонд,Да,System
700260,6522,Отчисления в профсоюз,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6500. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО СТРАХОВАНИЮ И ПО ПЛАТЕЖАМ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ,6522. Отчисления в профсоюз,Да,System
700261,6523,Отчисления в фонд Камолот,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6500. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО СТРАХОВАНИЮ И ПО ПЛАТЕЖАМ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ,6523. Отчисления в фонд Камолот,Да,System
700262,6524,Единый социальный платеж,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6500. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО СТРАХОВАНИЮ И ПО ПЛАТЕЖАМ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ,6524. Единый социальный платеж,Да,System
