id,code,name,account_type,type_currency,status,balance,date_modification,date_creation,changed,quantitative,subject_account,full_name,check_excess_balance,created_by
700263,6525,Платежи в Пенсионный фонд,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6500. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО СТРАХОВАНИЮ И ПО ПЛАТЕЖАМ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ,6525. Платежи в Пенсионный фонд,Да,System
700264,6526,Отчисления в дорожный фонд,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6500. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО СТРАХОВАНИЮ И ПО ПЛАТЕЖАМ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ,6526. Отчисления в дорожный фонд,Да,System
700265,6527,Отчисления на школьное образование,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6500. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО СТРАХОВАНИЮ И ПО ПЛАТЕЖАМ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ,6527. Отчисления на школьное образование,Да,System
700266,6530,Отчисления в ИНПС,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6500. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ ПО СТРАХОВАНИЮ И ПО ПЛАТЕЖАМ В ГОСУДАРСТВЕННЫЕ ЦЕЛЕВЫЕ ФОНДЫ,6530. Отчисления в ИНПС,Да,System
700267,6610,Дивиденды к оплате,Пассивный,Все валюты,Активный,Да,18.03.2025 11:52:27,29.05.2024 19:41:03,Юсупов Феурз,Нет,6600. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ УЧРЕДИТЕЛЯМ,6610. Дивиденды к оплате,Да,System
700268,6620,Задолженность выбывающим учредителям по их доле,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6600. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ УЧРЕДИТЕЛЯМ,6620. Задолженность выбывающим учредителям по их доле,Да,System
700269,6710,Расчеты с персоналом по оплате труда,Пассивный,Все валюты,Активный,Да,18.03.2025 11:51:49,29.05.2024 19:41:03,Юсупов Феурз,Нет,6700. СЧЕТА УЧЕТА РАСЧЕТОВ С ПЕРСОНАЛОМ ПО ОПЛАТЕ ТРУДА,6710. Расчеты с персоналом по оплате труда,Да,System
700270,6720,Депонированная заработная плата,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6700. СЧЕТА УЧЕТА РАСЧЕТОВ С ПЕРСОНАЛОМ ПО ОПЛАТЕ ТРУДА,6720. Депонированная заработная плата,Да,System
700271,6810,Краткосрочные банковские кредиты,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6800. СЧЕТА УЧЕТА КРАТКОСРОЧНЫХ КРЕДИТОВ И ЗАЙМОВ,6810. Краткосрочные банковские кредиты,Да,System
700272,6820,Краткосрочные займы,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6800. СЧЕТА УЧЕТА КРАТКОСРОЧНЫХ КРЕДИТОВ И ЗАЙМОВ,6820. Краткосрочные займы,Да,System
700273,6830,Облигации к оплате,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6800. СЧЕТА УЧЕТА КРАТКОСРОЧНЫХ КРЕДИТОВ И ЗАЙМОВ,6830. Облигации к оплате,Да,System
700274,6840,Векселя к оплате,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6800. СЧЕТА УЧЕТА КРАТКОСРОЧНЫХ КРЕДИТОВ И ЗАЙМОВ,6840. Векселя к оплате,Да,System
700275,6910,Краткосрочная аренда к оплате,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6900. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫМ КРЕДИТОРАМ,6910. Краткосрочная аренда к оплате,Да,System
700276,6920,Начисленные проценты,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6900. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫМ КРЕДИТОРАМ,6920. Начисленные проценты,Да,System
700277,6930,Задолженность по роялти,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6900. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫМ КРЕДИТОРАМ,6930. Задолженность по роялти,Да,System
700278,6940,Задолженность по гарантиям,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6900. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫМ КРЕДИТОРАМ,6940. Задолженность по гарантиям,Да,System
700279,6950,Долгосрочные обязательства - текущая часть,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6900. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫМ КРЕДИТОРАМ,6950. Долгосрочные обязательства - текущая часть,Да,System
700280,6960,Счета к оплате по претензиям,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6900. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫМ КРЕДИТОРАМ,6960. Счета к оплате по претензиям,Да,System
700281,6970,Задолженность подотчетным лицам,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6900. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫМ КРЕДИТОРАМ,6970. Задолженность подотчетным лицам,Да,System
700282,6990,Прочие обязательства,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6900. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫМ КРЕДИТОРАМ,6990. Прочие обязательства,Да,System
700283,6991,Расчеты с персоналом по оплате труда по пластиковой карточке,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,6900. СЧЕТА УЧЕТА ЗАДОЛЖЕННОСТИ РАЗНЫМ КРЕДИТОРАМ,6991. Расчеты с персоналом по оплате труда по пластиковой карточке,Да,System
700284,7010,Счета к оплате поставщикам и подрядчикам,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7000. ДОЛГОСРОЧНЫЕ СЧЕТА К ОПЛАТЕ ПОСТАВЩИКАМ И ПОДРЯДЧИКАМ,7010. Счета к оплате поставщикам и подрядчикам,Да,System
700285,7020,Векселя выданные,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7000. ДОЛГОСРОЧНЫЕ СЧЕТА К ОПЛАТЕ ПОСТАВЩИКАМ И ПОДРЯДЧИКАМ,7020. Векселя выданные,Да,System
700286,7110,Долгосрочная задолженность обособленным подразделениям,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"7100. ДОЛГОСРОЧНАЯ ЗАДОЛЖЕННОСТЬ ОБОСОБЛЕННЫМ ПОДРАЗДЕЛЕНИЯМ, ДОЧЕРНИМ И ЗАВИСИМЫМ ХОЗЯЙСТВЕННЫМ ОБЩЕСТВАМ",7110. Долгосрочная задолженность обособленным подразделениям,Да,System
700287,7120,Долгосрочная задолженность дочерним и зависимым хозяйственным обществам,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"7100. ДОЛГОСРОЧНАЯ ЗАДОЛЖЕННОСТЬ ОБОСОБЛЕННЫМ ПОДРАЗДЕЛЕНИЯМ, ДОЧЕРНИМ И ЗАВИСИМЫМ ХОЗЯЙСТВЕННЫМ ОБЩЕСТВАМ",7120. Долгосрочная задолженность дочерним и зависимым хозяйственным обществам,Да,System
700288,7210,Долгосрочные отсроченные доходы в виде дисконта (скидки),Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7200. СЧЕТА УЧЕТА ОТСРОЧЕННЫХ ДОЛГОСРОЧНЫХ ОБЯЗАТЕЛЬСТВ,7210. Долгосрочные отсроченные доходы в виде дисконта (скидки),Да,System
700289,7220,Долгосрочные отсроченные доходы в виде премии (надбавки),Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7200. СЧЕТА УЧЕТА ОТСРОЧЕННЫХ ДОЛГОСРОЧНЫХ ОБЯЗАТЕЛЬСТВ,7220. Долгосрочные отсроченные доходы в виде премии (надбавки),Да,System
700290,7230,Прочие долгосрочные отсроченные доходы,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7200. СЧЕТА УЧЕТА ОТСРОЧЕННЫХ ДОЛГОСРОЧНЫХ ОБЯЗАТЕЛЬСТВ,7230. Прочие долгосрочные отсроченные доходы,Да,System
700291,7240,Долгосрочные отсроченные обязательства по налогам и обязательным платежам,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7200. СЧЕТА УЧЕТА ОТСРОЧЕННЫХ ДОЛГОСРОЧНЫХ ОБЯЗАТЕЛЬСТВ,7240. Долгосрочные отсроченные обязательства по налогам и обязательным платежам,Да,System
700292,7250,Долгосрочные обязательства по отсроченному налогу на доход (прибыль) по временным разницам,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7200. СЧЕТА УЧЕТА ОТСРОЧЕННЫХ ДОЛГОСРОЧНЫХ ОБЯЗАТЕЛЬСТВ,7250. Долгосрочные обязательства по отсроченному налогу на доход (прибыль) по временным разницам,Да,System
700293,7290,Прочие долгосрочные отсроченные обязательства,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7200. СЧЕТА УЧЕТА ОТСРОЧЕННЫХ ДОЛГОСРОЧНЫХ ОБЯЗАТЕЛЬСТВ,7290. Прочие долгосрочные отсроченные обязательства,Да,System
700294,7310,"Авансы, полученные от покупателей и заказчиков",Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"7300. СЧЕТА УЧЕТА АВАНСОВ, ПОЛУЧЕННЫХ ОТ ПОКУПАТЕЛЕЙ И ЗАКАЗЧИКОВ","7310. Авансы, полученные от покупателей и заказчиков",Да,System
700295,7810,Долгосрочные банковские кредиты,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7800. СЧЕТА УЧЕТА ДОЛГОСРОЧНЫХ КРЕДИТОВ И ЗАЙМОВ,7810. Долгосрочные банковские кредиты,Да,System
700296,7820,Долгосрочные займы,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7800. СЧЕТА УЧЕТА ДОЛГОСРОЧНЫХ КРЕДИТОВ И ЗАЙМОВ,7820. Долгосрочные займы,Да,System
700297,7830,Облигации к оплате,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7800. СЧЕТА УЧЕТА ДОЛГОСРОЧНЫХ КРЕДИТОВ И ЗАЙМОВ,7830. Облигации к оплате,Да,System
700298,7840,Векселя к оплате,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7800. СЧЕТА УЧЕТА ДОЛГОСРОЧНЫХ КРЕДИТОВ И ЗАЙМОВ,7840. Векселя к оплате,Да,System
700299,7910,Долгосрочная аренда к оплате,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7900. СЧЕТА УЧЕТА ДОЛГОСРОЧНОЙ ЗАДОЛЖЕННОСТИ РАЗНЫМ КРЕДИТОРАМ,7910. Долгосрочная аренда к оплате,Да,System
700300,7920,Прочие долгосрочные отсроченные обязательства,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,7900. СЧЕТА УЧЕТА ДОЛГОСРОЧНОЙ ЗАДОЛЖЕННОСТИ РАЗНЫМ КРЕДИТОРАМ,7920. Прочие долгосрочные отсроченные обязательства,Да,System
700301,8310,Простые акции,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8300. СЧЕТА УЧЕТА УСТАВНОГО КАПИТАЛА,8310. Простые акции,Да,System
700302,8320,Привилегированные акции,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8300. СЧЕТА УЧЕТА УСТАВНОГО КАПИТАЛА,8320. Привилегированные акции,Да,System
700303,8330,Паи и вклады,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8300. СЧЕТА УЧЕТА УСТАВНОГО КАПИТАЛА,8330. Паи и вклады,Да,System
700304,8410,Эмиссионный доход,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8400. СЧЕТА УЧЕТА ДОБАВЛЕННОГО КАПИТАЛА,8410. Эмиссионный доход,Да,System
700305,8420,Курсовая разница при формировании уставного капитала,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8400. СЧЕТА УЧЕТА ДОБАВЛЕННОГО КАПИТАЛА,8420. Курсовая разница при формировании уставного капитала,Да,System
700306,8510,Корректировки по переоценке основных средств,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8500. СЧЕТА УЧЕТА РЕЗЕРВНОГО КАПИТАЛА,8510. Корректировки по переоценке основных средств,Да,System
700307,8511,Корректировки по переоценке нематериальных активов,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8500. СЧЕТА УЧЕТА РЕЗЕРВНОГО КАПИТАЛА,8511. Корректировки по переоценке нематериальных активов,Да,System
700308,8520,Резервный капитал,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8500. СЧЕТА УЧЕТА РЕЗЕРВНОГО КАПИТАЛА,8520. Резервный капитал,Да,System
700309,8530,Безвозмездно полученное имущество,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8500. СЧЕТА УЧЕТА РЕЗЕРВНОГО КАПИТАЛА,8530. Безвозмездно полученное имущество,Да,System
700310,8610,Выкупленные собственные акции - простые,Контр-активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8600. СЧЕТА УЧЕТА ВЫКУПЛЕННЫХ СОБСТВЕННЫХ АКЦИЙ,8610. Выкупленные собственные акции - простые,Да,System
700311,8620,Выкупленные собственные акции - привилегированные,Контр-активный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8600. СЧЕТА УЧЕТА ВЫКУПЛЕННЫХ СОБСТВЕННЫХ АКЦИЙ,8620. Выкупленные собственные акции - привилегированные,Да,System
700312,8710,Нераспределенная прибыль (непокрытый убыток) отчетного периода,Пассивный,Все валюты,Активный,Да,05.12.2024 17:33:58,29.05.2024 19:41:03,Юсупов Феурз,Нет,8700. СЧЕТА УЧЕТА НЕРАСПРЕДЕЛЕННОЙ ПРИБЫЛИ (НЕПОКРЫТОГО УБЫТКА),8710. Нераспределенная прибыль (непокрытый убыток) отчетного периода,Да,System
700313,8720,Накопленная прибыль (непокрытый убыток),Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8700. СЧЕТА УЧЕТА НЕРАСПРЕДЕЛЕННОЙ ПРИБЫЛИ (НЕПОКРЫТОГО УБЫТКА),8720. Накопленная прибыль (непокрытый убыток),Да,System
700314,8810,Гранты,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8800. СЧЕТА УЧЕТА ЦЕЛЕВЫХ ПОСТУПЛЕНИЙ,8810. Гранты,Да,System
700315,8820,Субсидии,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8800. СЧЕТА УЧЕТА ЦЕЛЕВЫХ ПОСТУПЛЕНИЙ,8820. Субсидии,Да,System
700316,8830,Членские взносы,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8800. СЧЕТА УЧЕТА ЦЕЛЕВЫХ ПОСТУПЛЕНИЙ,8830. Членские взносы,Да,System
700317,8840,Налоговые льготы с целевым использованием,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8800. СЧЕТА УЧЕТА ЦЕЛЕВЫХ ПОСТУПЛЕНИЙ,8840. Налоговые льготы с целевым использованием,Да,System
700318,8890,Прочие целевые поступления,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8800. СЧЕТА УЧЕТА ЦЕЛЕВЫХ ПОСТУПЛЕНИЙ,8890. Прочие целевые поступления,Да,System
700319,8910,Резервы предстоящих расходов и платежей,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,8900. СЧЕТА УЧЕТА РЕЗЕРВОВ ПРЕДСТОЯЩИХ РАСХОДОВ И ПЛАТЕЖЕЙ,8910. Резервы предстоящих расходов и платежей,Да,System
700320,9010,Доходы от реализации готовой продукции,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9000. СЧЕТА УЧЕТА ДОХОДОВ ОТ ОСНОВНОЙ (ОПЕРАЦИОННОЙ) ДЕЯТЕЛЬНОСТИ,9010. Доходы от реализации готовой продукции,Да,System
700321,9020,Доходы от реализации товаров,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9000. СЧЕТА УЧЕТА ДОХОДОВ ОТ ОСНОВНОЙ (ОПЕРАЦИОННОЙ) ДЕЯТЕЛЬНОСТИ,9020. Доходы от реализации товаров,Да,System
700322,9021,Доходы от реализации розничных товаров,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9000. СЧЕТА УЧЕТА ДОХОДОВ ОТ ОСНОВНОЙ (ОПЕРАЦИОННОЙ) ДЕЯТЕЛЬНОСТИ,9021. Доходы от реализации розничных товаров,Да,System
700323,9030,Доходы от выполнения работ и оказания услуг,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Да,9000. СЧЕТА УЧЕТА ДОХОДОВ ОТ ОСНОВНОЙ (ОПЕРАЦИОННОЙ) ДЕЯТЕЛЬНОСТИ,9030. Доходы от выполнения работ и оказания услуг,Да,System
700324,9040,Возврат проданных товаров,Транзитный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9000. СЧЕТА УЧЕТА ДОХОДОВ ОТ ОСНОВНОЙ (ОПЕРАЦИОННОЙ) ДЕЯТЕЛЬНОСТИ,9040. Возврат проданных товаров,Да,System
700325,9050,"Скидки, предоставленные покупателям и заказчикам",Транзитный,Все валюты,Активный,Да,05.12.2024 17:34:03,29.05.2024 19:41:03,Юсупов Феурз,Нет,9000. СЧЕТА УЧЕТА ДОХОДОВ ОТ ОСНОВНОЙ (ОПЕРАЦИОННОЙ) ДЕЯТЕЛЬНОСТИ,"9050. Скидки, предоставленные покупателям и заказчикам",Да,System
700380,9060,Доходы от наценки прибавленной к цене товаров,Транзитный,Только в базовой валюте,Активный,Да,05.12.2024 17:34:08,29.05.2024 19:41:03,Юсупов Феурз,Нет,9000. СЧЕТА УЧЕТА ДОХОДОВ ОТ ОСНОВНОЙ (ОПЕРАЦИОННОЙ) ДЕЯТЕЛЬНОСТИ,9060. Доходы от наценки прибавленной к цене товаров,Да,System
700384,9070,Накопительная карта,Транзитный,Все валюты,Активный,Да,05.12.2024 17:34:18,29.05.2024 19:41:03,Юсупов Феурз,Нет,9000. СЧЕТА УЧЕТА ДОХОДОВ ОТ ОСНОВНОЙ (ОПЕРАЦИОННОЙ) ДЕЯТЕЛЬНОСТИ,9070. Накопительная карта,Да,System
700326,9110,Себестоимость реализованной готовой продукции,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"9100. СЧЕТА УЧЕТА СЕБЕСТОИМОСТИ РЕАЛИЗОВАННОЙ ПРОДУКЦИИ (ТОВАРОВ, РАБОТ, УСЛУГ)",9110. Себестоимость реализованной готовой продукции,Да,System
700327,9120,Себестоимость реализованных товаров,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"9100. СЧЕТА УЧЕТА СЕБЕСТОИМОСТИ РЕАЛИЗОВАННОЙ ПРОДУКЦИИ (ТОВАРОВ, РАБОТ, УСЛУГ)",9120. Себестоимость реализованных товаров,Да,System
700328,9121,Себестоимость реализованных товаров в розницу,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"9100. СЧЕТА УЧЕТА СЕБЕСТОИМОСТИ РЕАЛИЗОВАННОЙ ПРОДУКЦИИ (ТОВАРОВ, РАБОТ, УСЛУГ)",9121. Себестоимость реализованных товаров в розницу,Да,System
700329,9130,Себестоимость выполненных работ и оказанных услуг,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"9100. СЧЕТА УЧЕТА СЕБЕСТОИМОСТИ РЕАЛИЗОВАННОЙ ПРОДУКЦИИ (ТОВАРОВ, РАБОТ, УСЛУГ)",9130. Себестоимость выполненных работ и оказанных услуг,Да,System
700330,9140,Приобретение/покупка ТМЗ при периодическом учете,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"9100. СЧЕТА УЧЕТА СЕБЕСТОИМОСТИ РЕАЛИЗОВАННОЙ ПРОДУКЦИИ (ТОВАРОВ, РАБОТ, УСЛУГ)",9140. Приобретение/покупка ТМЗ при периодическом учете,Да,System
700331,9150,Корректировки по ТМЗ при периодическом учете,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"9100. СЧЕТА УЧЕТА СЕБЕСТОИМОСТИ РЕАЛИЗОВАННОЙ ПРОДУКЦИИ (ТОВАРОВ, РАБОТ, УСЛУГ)",9150. Корректировки по ТМЗ при периодическом учете,Да,System
700382,9160,Расходы от списание ТМЦ,Транзитный,Только в базовой валюте,Активный,Да,05.12.2024 17:34:26,29.05.2024 19:41:03,Юсупов Феурз,Нет,9300. СЧЕТА УЧЕТА ПРОЧИХ ДОХОДОВ ОТ ОСНОВНОЙ ДЕЯТЕЛЬНОСТИ,9160. Расходы от списание ТМЦ,Да,System
700387,9170,Скидки полученные от поставщиков,Пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"9100. СЧЕТА УЧЕТА СЕБЕСТОИМОСТИ РЕАЛИЗОВАННОЙ ПРОДУКЦИИ (ТОВАРОВ, РАБОТ, УСЛУГ)",9170. Скидки полученные от поставщиков,Да,System
700388,9180,Наценка полученные от поставщиков,Контр - пассивный,Все валюты,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,"9100. СЧЕТА УЧЕТА СЕБЕСТОИМОСТИ РЕАЛИЗОВАННОЙ ПРОДУКЦИИ (ТОВАРОВ, РАБОТ, УСЛУГ)",9180. Наценка полученные от поставщиков,Да,System
700332,9210,Выбытие основных средств,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9200. СЧЕТА УЧЕТА ВЫБЫТИЯ ОСНОВНЫХ СРЕДСТВ И ДРУГИХ АКТИВОВ,9210. Выбытие основных средств,Да,System
700333,9220,Выбытие прочих активов,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9200. СЧЕТА УЧЕТА ВЫБЫТИЯ ОСНОВНЫХ СРЕДСТВ И ДРУГИХ АКТИВОВ,9220. Выбытие прочих активов,Да,System
700334,9310,Прибыль от выбытия основных средств,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9300. СЧЕТА УЧЕТА ПРОЧИХ ДОХОДОВ ОТ ОСНОВНОЙ ДЕЯТЕЛЬНОСТИ,9310. Прибыль от выбытия основных средств,Да,System
700335,9320,Прибыль от выбытия прочих активов,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9300. СЧЕТА УЧЕТА ПРОЧИХ ДОХОДОВ ОТ ОСНОВНОЙ ДЕЯТЕЛЬНОСТИ,9320. Прибыль от выбытия прочих активов,Да,System
700336,9330,"Взысканные пени, штрафы, неустойки",Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9300. СЧЕТА УЧЕТА ПРОЧИХ ДОХОДОВ ОТ ОСНОВНОЙ ДЕЯТЕЛЬНОСТИ,"9330. Взысканные пени, штрафы, неустойки",Да,System
700337,9340,Прибыли прошлых лет,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9300. СЧЕТА УЧЕТА ПРОЧИХ ДОХОДОВ ОТ ОСНОВНОЙ ДЕЯТЕЛЬНОСТИ,9340. Прибыли прошлых лет,Да,System
700338,9350,Доходы от краткосрочной аренды,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9300. СЧЕТА УЧЕТА ПРОЧИХ ДОХОДОВ ОТ ОСНОВНОЙ ДЕЯТЕЛЬНОСТИ,9350. Доходы от краткосрочной аренды,Да,System
700339,9360,Доходы от списания кредиторской и депонентской задолженности,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9300. СЧЕТА УЧЕТА ПРОЧИХ ДОХОДОВ ОТ ОСНОВНОЙ ДЕЯТЕЛЬНОСТИ,9360. Доходы от списания кредиторской и депонентской задолженности,Да,System
700340,9370,Доходы обслуживающих хозяйств,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9300. СЧЕТА УЧЕТА ПРОЧИХ ДОХОДОВ ОТ ОСНОВНОЙ ДЕЯТЕЛЬНОСТИ,9370. Доходы обслуживающих хозяйств,Да,System
700342,9390,Прочие операционные доходы,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9300. СЧЕТА УЧЕТА ПРОЧИХ ДОХОДОВ ОТ ОСНОВНОЙ ДЕЯТЕЛЬНОСТИ,9390. Прочие операционные доходы,Да,System
