order_id,type_return,cost_price
103900721,Заказ,4053912
103902533,Заказ,6732754.69
103913884,Заказ,682
103931424,Заказ,362356736
103962090,Заказ,149.76
103968656,Заказ,2046164.52
103968848,Заказ,38433534.39
103994666,Заказ,11296550.2
103995773,Заказ,427284
103995981,Заказ,90272
103997666,Заказ,2605031.01
103998409,Заказ,3529977.85
104000127,Заказ,27329221.4
104002248,Заказ,723.82
104003336,Заказ,2491104
104006045,Заказ,11809030.4
104128035,Заказ,549920
104129635,Заказ,56.47
104130180,Заказ,1514423.6
104138114,Заказ,10568
104157805,Заказ,1494.34
104157936,Заказ,996.23
104161663,Заказ,8842106.4
104163439,Заказ,3055.36
104167889,Возврат/Закупка,-2272424
104168686,Возврат/Закупка,-266873.6
104168758,Заказ,2721653.6
104170068,Заказ,1334362.4
104170605,Возврат/Закупка,-1
104170961,Заказ,28470936
104172046,Заказ,1725831.15
104173192,Заказ,1567.04
104173855,Заказ,279000
104173890,Заказ,304000
104179509,Заказ,7456482.03
104179828,Заказ,154020
104179885,Заказ,146400
104182642,Заказ,1092520.08
104250517,Заказ,5082008
104301339,Заказ,9843502.28
104302437,Заказ,12872240.46
104319967,Заказ,3465000
104320136,Заказ,3850000
104339195,Заказ,2386106.66
104340538,Заказ,1768840
104342526,Заказ,1245.85
104343497,Заказ,459284700
104348203,Заказ,13077760
104348350,Заказ,2955651.22
104356406,Заказ,7500629.35
104360402,Заказ,9702333.46
104364484,Заказ,9661655.43
104379868,Заказ,75430
104380765,Возврат/Закупка,-503360.8
104380982,Возврат/Закупка,-221213
104381295,Возврат/Закупка,-167257.4
104381500,Возврат/Закупка,-136219.6
104381881,Возврат/Закупка,-141073.2
104382052,Возврат/Закупка,-27006
104382235,Возврат/Закупка,-492853.92
104382436,Возврат/Закупка,-2869586.48
104382511,Возврат/Закупка,-157000
104382656,Возврат/Закупка,-1208121.49
104382812,Возврат/Закупка,-3024
104382885,Возврат/Закупка,-209764.45
104382932,Возврат/Закупка,
104382994,Возврат/Закупка,-1246077.04
104383071,Возврат/Закупка,-290943.7
104383213,Возврат/Закупка,-812944.12
104383310,Возврат/Закупка,-262794.98
104383374,Возврат/Закупка,-7092.4
104383531,Возврат/Закупка,-113912.2
104383659,Возврат/Закупка,-95000
104384835,Возврат/Закупка,-679559.23
104384877,Возврат/Закупка,-315619.28
104384892,Возврат/Закупка,-549920
104384972,Возврат/Закупка,-1652316.56
104385003,Возврат/Закупка,-60760
104385037,Возврат/Закупка,-1370368
104385088,Возврат/Закупка,-989005.81
104385111,Возврат/Закупка,-138367.74
104385140,Возврат/Закупка,-56000
104386388,Заказ,50758889.51
104386393,Заказ,30579255.56
104433101,Заказ,14259005.46
104433430,Заказ,715083.18
104433607,Заказ,95000
104433782,Заказ,2623221.14
104434151,Заказ,412000
104436649,Заказ,25689093.2
104439054,Заказ,300000
104439808,Заказ,550000
104454800,Заказ,2632962
104465120,Заказ,65675
104466578,Заказ,285165
104477834,Заказ,27929475
104479640,Заказ,4537083.36
104483480,Заказ,2543643.94
104488361,Заказ,1245552
104501725,Заказ,76547450
104508756,Возврат/Закупка,-3232353.2
104508768,Возврат/Закупка,-157000
104510818,Заказ,871872.67
104520515,Возврат/Закупка,-604574
104520611,Возврат/Закупка,-9600
104536700,Заказ,6336000
104554010,Заказ,8539000
104554666,Возврат/Закупка,-2268044.21
104555005,Заказ,1745535.01
104555805,Возврат/Закупка,-581500.14
104557662,Заказ,120000
104558810,Заказ,2394258
104559870,Заказ,384600
104561052,Заказ,21037782.74
104561130,Заказ,2360801.1
104595615,Заказ,9326362.58
104597043,Заказ,760800
104598818,Заказ,74000
104623687,Заказ,46
104629596,Заказ,334.32
104629754,Заказ,12886000
104636554,Заказ,1213500
104636813,Заказ,1213500
104638995,Возврат/Закупка,-949959.25
104639092,Возврат/Закупка,-224704
104639655,Возврат/Закупка,-603704.2
104640791,Заказ,2491104
104643732,Возврат/Закупка,-22568
104644008,Возврат/Закупка,-117712
104644258,Возврат/Закупка,-119403.2
104644746,Возврат/Закупка,-387972.9
104644898,Возврат/Закупка,-228000
104645454,Возврат/Закупка,-176852
104645522,Возврат/Закупка,-34070
104645588,Возврат/Закупка,-20442
104645748,Возврат/Закупка,-34070
104645864,Возврат/Закупка,-30663
104646478,Заказ,9926300.34
104647561,Заказ,485803.94
104650226,Возврат/Закупка,-590218.66
104650388,Возврат/Закупка,-2365630.24
104651080,Возврат/Закупка,-965304.53
104651153,Возврат/Закупка,-67145.58
104651714,Возврат/Закупка,-673815
104651914,Возврат/Закупка,-3021551.1
104652061,Возврат/Закупка,-13938
104652121,Возврат/Закупка,-3028125
104654579,Заказ,7538000
104655691,Заказ,13037983.88
104657520,Заказ,10623328.38
104657861,Заказ,7257210.82
104672291,Заказ,127.04
104672637,Заказ,4493007.13
104674862,Заказ,11047473
104683863,Заказ,157788440
104685593,Заказ,2863292.82
104685646,Заказ,2938753.7
104686299,Заказ,146878.08
104687757,Заказ,63000
104688249,Заказ,203900
104688570,Заказ,664500
104724833,Возврат/Закупка,-247347.6
104766999,Заказ,96682
104788106,Заказ,4123823.19
104801320,Заказ,700
104844372,Возврат/Закупка,-1256640
104844586,Возврат/Закупка,-201600
104845276,Возврат/Закупка,-438862.75
104845508,Возврат/Закупка,-150371.2
104845806,Возврат/Закупка,-1099840
104846185,Возврат/Закупка,-729120
104846251,Возврат/Закупка,-36960
104846336,Возврат/Закупка,-302400
104846549,Возврат/Закупка,-396480
104846654,Возврат/Закупка,-989856
104846736,Возврат/Закупка,-1099840
104847984,Возврат/Закупка,-86
104848858,Возврат/Закупка,-488706.4
104848937,Возврат/Закупка,-344000
104849459,Возврат/Закупка,-2336560.44
104849715,Возврат/Закупка,-39540.8
104849801,Возврат/Закупка,-2503.2
104850356,Возврат/Закупка,-2435826.19
104850656,Возврат/Закупка,-1793936.18
104850900,Возврат/Закупка,-35000
104851168,Возврат/Закупка,-114000
104851227,Возврат/Закупка,-57000
104853449,Возврат/Закупка,-1575000
104859433,Заказ,6000000
104859809,Заказ,153720
104859838,Заказ,2000000
104864928,Заказ,2491104
104868729,Заказ,5635206.04
104868877,Заказ,13071784.9
104871348,Возврат/Закупка,-230785.44
104875669,Заказ,473250
104880092,Заказ,132124
104887408,Заказ,701981.2
104893571,Заказ,1044631.04
104893827,Заказ,1334362.68
104904225,Заказ,752041.74
104974027,Заказ,2673810.4
104979950,Заказ,47543.69
104984094,Заказ,1036800
104988057,Заказ,75000
105024579,Заказ,80000
105024583,Заказ,80000
105024584,Заказ,160000
105024585,Заказ,200000
105024588,Заказ,80000
105033879,Заказ,284480
105034679,Заказ,13219810.2
105039360,Заказ,30000
105060655,Заказ,572660
105063630,Заказ,3064920.2
105066332,Заказ,862135.78
105121070,Заказ,242708.4
105122797,Заказ,54824525
105127193,Заказ,1586361.15
105127338,Заказ,41405100
105135598,Заказ,6194419.05
105136302,Заказ,18900
105136868,Заказ,70340900
105143928,Заказ,2920000
105144104,Возврат/Закупка,-6336000
105148426,Заказ,8116000
105158199,Заказ,178060.08
105163494,Возврат/Закупка,-1186250
105164820,Заказ,77056
105174312,Заказ,171.44
105205276,Заказ,2136265.24
105220173,Заказ,2640250.5
105267047,Заказ,6336000
105267925,Заказ,122879
105269476,Возврат/Закупка,-476867.6
105269555,Возврат/Закупка,-667181
105269702,Возврат/Закупка,-2000000
105333019,Возврат/Закупка,-1768840
105333386,Возврат/Закупка,-882000
105371113,Заказ,113.65
105372288,Возврат/Закупка,-1322373.65
105372717,Возврат/Закупка,-2496125.43
105372769,Возврат/Закупка,-118858.32
105372800,Возврат/Закупка,-147475.44
105373082,Возврат/Закупка,-2563700
105373237,Возврат/Закупка,-501218.4
105373324,Возврат/Закупка,-204100
105373502,Возврат/Закупка,-3293528.37
105373539,Возврат/Закупка,-59429.16
105380100,Заказ,723460.61
105380145,Заказ,571362.44
105389356,Заказ,240828.85
105389416,Заказ,2673756.9
105389908,Заказ,2519644.9
105398624,Заказ,167144.9
105402187,Возврат/Закупка,-2400452.6
105422434,Заказ,29670
105423817,Заказ,178125
105428006,Заказ,100000
105431415,Заказ,6013.15
105440845,Заказ,2755825.92
105702763,Заказ,8115263.99
105713473,Заказ,1043617.63
105731867,Заказ,58.59
105734492,Заказ,58.66
105737950,Заказ,119700
105740992,Заказ,6000000
105749123,Заказ,389386
105758483,Заказ,300000
105769861,Заказ,69000
105794767,Заказ,7232400
105795225,Заказ,35000
105795451,Заказ,2539676.2
105796037,Заказ,1122300
105802663,Заказ,4673350
105809113,Возврат/Закупка,-1026427.17
105809568,Возврат/Закупка,-124566.4
105809904,Возврат/Закупка,-80000
105810622,Возврат/Закупка,-672694.2
105819020,Возврат/Закупка,-2520695.3
105820517,Возврат/Закупка,-84605.33
105821073,Возврат/Закупка,-2817235.22
105822545,Заказ,2689168.1
105822974,Заказ,2746168.1
105824473,Возврат/Закупка,-146237.04
105829820,Заказ,11503374.21
105840430,Заказ,474828.8
105872654,Заказ,193082.38
105882866,Заказ,2402146.08
105897204,Возврат/Закупка,
105897669,Возврат/Закупка,-408197.25
105897767,Возврат/Закупка,-57000
105899164,Заказ,17954662.32
105904408,Заказ,960214.8
105931148,Заказ,176205
105944170,Заказ,5788809.84
105947700,Заказ,225740.2
105956448,Заказ,3090132.77
105960034,Возврат/Закупка,-1189129.8
105962133,Возврат/Закупка,-1
105964301,Заказ,398.53
105966948,Заказ,36974100
105969956,Заказ,29.24
105970440,Заказ,11858228.86
105971664,Заказ,26017231.61
105974287,Заказ,9839.51
105976305,Возврат/Закупка,-38000
105976453,Возврат/Закупка,-400310.4
105986328,Возврат/Закупка,-528779.4
105986662,Возврат/Закупка,-5006.4
105995321,Заказ,6644000
105995872,Заказ,6662000
105995878,Заказ,-866.84
105998880,Заказ,80000
106003949,Заказ,380000
106004534,Заказ,730000
106010119,Заказ,-181.16
106024872,Заказ,247.81
106026793,Заказ,2310000
106028059,Заказ,130.1
106036563,Возврат/Закупка,-1036800
106038348,Заказ,256000
106043402,Заказ,10010819.54
106044217,Заказ,11228890.38
106050648,Заказ,53106.4
106052844,Заказ,61106198.58
106052994,Заказ,202141097.08
106053228,Заказ,29677290.55
106053588,Заказ,49298450.57
106053726,Заказ,109981671.25
106053792,Заказ,47401954.84
106053842,Заказ,10269113.97
106055721,Возврат/Закупка,-171.44
106055738,Возврат/Закупка,-58.59
106064063,Заказ,2643843.9
106064391,Заказ,333843.9
106068702,Заказ,243.32
106116513,Возврат/Закупка,-1613349.63
106117524,Заказ,4971608.54
106126322,Заказ,2634240
106126405,Заказ,4139520
106264482,Заказ,1265000
106267743,Заказ,2730208.9
106274387,Заказ,1613349.63
106278423,Заказ,407100
106308513,Заказ,1093.99
106340356,Заказ,12744386.06
106401738,Заказ,97800.75
106406688,Заказ,1111572.34
106410088,Возврат/Закупка,-897443.44
106410385,Возврат/Закупка,-17850
106429915,Заказ,1706915.73
106453545,Заказ,2846000
106476576,Заказ,18623422.6
106476962,Заказ,4700261.92
106477014,Заказ,12878977.1
106523659,Заказ,573005.44
106529477,Заказ,17230358.1
106531828,Заказ,641000
106534350,Заказ,2383104.45
106534355,Заказ,2383104.45
106536071,Возврат/Закупка,-214412.8
106554087,Возврат/Закупка,-65.6
106557391,Заказ,11768780.42
106557464,Заказ,391120
106557540,Заказ,16461115.99
106564700,Заказ,60000
106601440,Заказ,4652776
106601448,Заказ,4652776
106605306,Заказ,817640
106605372,Заказ,6086900
106606172,Заказ,3462000
106606194,Заказ,1154000
106620214,Заказ,189049.8
106620286,Возврат/Закупка,-124.69
106647898,Заказ,2160
106649928,Заказ,
106652350,Заказ,31200
106656184,Заказ,8731902.64
106657492,Заказ,1340325
106657614,Заказ,702075
106657860,Заказ,8731901.7
106671257,Заказ,9138616.56
106671844,Заказ,14962640.08
106671892,Возврат/Закупка,-660567.07
106672285,Возврат/Закупка,-1334368
106678873,Заказ,6759580
106683485,Заказ,2308000
106684912,Заказ,15674842.47
106687014,Возврат/Закупка,-9216000
106699441,Возврат/Закупка,-123.12
106700521,Возврат/Закупка,-113.92
106700866,Заказ,2530962.15
106702005,Заказ,2530963.15
106702355,Заказ,133328.5
106703150,Возврат/Закупка,-2383104.45
106703815,Заказ,586242.13
106704146,Заказ,1540000
106705065,Заказ,35000
106706211,Заказ,165000
106708347,Возврат/Закупка,-364.98
106709733,Возврат/Закупка,-58.73
106709820,Возврат/Закупка,-111.02
106712810,Возврат/Закупка,-107.26
106713191,Заказ,8370328.98
106719568,Возврат/Закупка,-337.92
106724346,Возврат/Закупка,-100.71
106734737,Заказ,7392319.18
106736849,Заказ,130.82
106737050,Заказ,141700
106737104,Заказ,217330.4
106740481,Заказ,482000
106742904,Заказ,487000
106755991,Заказ,140000
106761209,Заказ,19200000
106762010,Заказ,75000
106765349,Заказ,2530962.15
106801136,Заказ,2717.96
106806590,Заказ,153018
106815525,Заказ,1281500
107443534,Заказ,254400
107443779,Заказ,2374296.2
107444105,Заказ,367038.45
107456235,Заказ,2143051.54
107467599,Заказ,132.39
107504137,Заказ,13176000
107506386,Заказ,88791.6
107511569,Заказ,59384783.21
107525105,Возврат/Закупка,-682
107526916,Заказ,4695300.13
107527092,Заказ,10623680.36
107536622,Заказ,9999600
107553597,Заказ,105500
107554228,Заказ,9966273
107555639,Заказ,3000001
107558467,Заказ,1458.5
107561394,Заказ,58606030.54
107571579,Заказ,509000
107575546,Заказ,6630000
107575569,Заказ,406.4
107579587,Заказ,140000
107591266,Заказ,230000
107605586,Заказ,60505250
107606355,Заказ,1015.77
107615141,Заказ,9200000
107617236,Заказ,128800512.96
107617413,Заказ,
107617604,Заказ,6580000
107617615,Заказ,
107617763,Заказ,4385295.88
107617796,Заказ,4115450.77
107619100,Заказ,3308.74
107661440,Возврат/Закупка,-57500
107662681,Заказ,1077893
107663523,Заказ,17510
107663672,Возврат/Закупка,-2199791.46
107669488,Возврат/Закупка,-149.76
107684562,Заказ,7348.72
107685402,Возврат/Закупка,-436895.04
107686153,Возврат/Закупка,-69.45
107704611,Возврат/Закупка,-3052240
107705246,Возврат/Закупка,-2000000
107717626,Заказ,6112800
107718647,Заказ,525400
107719264,Заказ,41668775.84
107719320,Заказ,319455.36
107719880,Заказ,31929115.91
107721802,Заказ,19500969.77
107722563,Заказ,17075863.64
107722655,Заказ,17156562.63
107722954,Заказ,20376500.06
107726264,Заказ,247000
107726287,Заказ,210600
107726309,Заказ,192400
107728554,Заказ,3603582.45
107739227,Заказ,4848800
107739656,Заказ,4423855.1
107740096,Заказ,5565919.1
107775002,Заказ,310000
107782696,Возврат/Закупка,-1
107783132,Заказ,2720
107799897,Заказ,104673
107800714,Заказ,88866.4
107802390,Заказ,2331074.05
107804339,Возврат/Закупка,-6336000
107822014,Заказ,127800
107822181,Возврат/Закупка,-748452.24
107822587,Возврат/Закупка,-428824.48
107823781,Заказ,1
107826641,Заказ,485964.66
107827277,Заказ,736680
107832390,Заказ,73150000
107839536,Заказ,96765159.66
107876343,Возврат/Закупка,
107882418,Заказ,2325943.85
107884239,Возврат/Закупка,
107886270,Заказ,
107899126,Заказ,409795.63
107908977,Заказ,4444882.2
107909006,Заказ,4476816.41
107913993,Заказ,31837.5
107915240,Заказ,118504.95
107920093,Заказ,1200002
107930172,Заказ,4438181.95
107940402,Заказ,21713776.25
107947870,Заказ,1
107948378,Заказ,18
107948838,Заказ,9029993.34
107964008,Заказ,1060400
107969469,Заказ,527110.14
107976080,Заказ,5400000
107992015,Заказ,181569360
108004711,Возврат/Закупка,-1369598.22
108004956,Возврат/Закупка,-1544454.32
108005066,Возврат/Закупка,-2342332.7
108005100,Возврат/Закупка,
108019620,Заказ,101000
108020300,Заказ,2608052
108029574,Заказ,564.03
108031195,Заказ,4545212.67
108031247,Заказ,4541415.32
108059071,Заказ,31837.5
108062655,Заказ,9507279.86
108065544,Заказ,255000
108065791,Заказ,654.34
108069390,Заказ,6112800
108069694,Заказ,2241360
108073303,Заказ,3671627.95
108073889,Заказ,2651655.05
108077599,Заказ,587500
108079265,Заказ,4715991.77
108079589,Заказ,1420702.1
108080334,Заказ,4690975.45
108080442,Заказ,4690975.45
108080801,Заказ,1051612.85
108081093,Заказ,4920099.6
108082405,Заказ,5708134.13
108087415,Заказ,2400004
108097724,Возврат/Закупка,-730358.71
108097784,Возврат/Закупка,-421110.4
108097875,Возврат/Закупка,-220972.4
108122714,Возврат/Закупка,-961098.9
108123955,Возврат/Закупка,-1392360.6
108124322,Возврат/Закупка,-2019735.35
108124561,Возврат/Закупка,-18200
108124690,Возврат/Закупка,-18200
108124874,Возврат/Закупка,-18200
108125052,Возврат/Закупка,-451113.6
108135757,Заказ,458270.11
108139797,Заказ,428960.6
108139910,Заказ,442230.6
108139917,Заказ,456880.6
108140340,Заказ,110300
108153076,Заказ,1734678.4
108160463,Заказ,352231.52
108164873,Заказ,2648328
108165082,Заказ,1838020
108170740,Заказ,319500
108179529,Заказ,1850000
108179623,Заказ,8000000
108184759,Заказ,6280444.31
108184869,Заказ,19187632.98
108197930,Заказ,2000000
108198967,Заказ,2307567.55
108200230,Заказ,6725600
108200264,Заказ,49548.8
108200995,Возврат/Закупка,-77056
108210459,Заказ,7147302.25
108210527,Заказ,7493304.4
108237039,Заказ,382800
108237101,Заказ,382800
108237102,Заказ,382800
108237485,Заказ,2000000
108250511,Возврат/Закупка,-562028.8
108250579,Возврат/Закупка,-1119300
108250742,Возврат/Закупка,-124920
108250920,Возврат/Закупка,-507793.22
108251304,Возврат/Закупка,-1779970.7
108251542,Заказ,62371.02
108256747,Заказ,3499.16
108261004,Заказ,876000
108272438,Заказ,173000
108273978,Заказ,1107762
108274309,Заказ,1533000
108284259,Заказ,5425444
108292508,Возврат/Закупка,-27536585.28
108300208,Заказ,223.5
108312864,Заказ,7421174.03
108327226,Заказ,363677.82
108329841,Заказ,6782000
108329851,Заказ,392
108329860,Заказ,3946000
108332334,Заказ,1714156.95
108342816,Возврат/Закупка,-4250524.53
108343608,Возврат/Закупка,-266873.6
108343632,Возврат/Закупка,-1008612
108343652,Возврат/Закупка,-257622.32
108343672,Возврат/Закупка,-143453.35
108344463,Заказ,174821.02
108353034,Заказ,4.34
108363333,Возврат/Закупка,-1120
108363965,Заказ,78500
108369022,Возврат/Закупка,-223.5
108371735,Заказ,5409710
108408496,Заказ,990.8
108421857,Заказ,36229050
108421916,Заказ,27200000
108429648,Заказ,1596.8
108435859,Заказ,2451701.6
108444190,Заказ,6336000
108468708,Заказ,8800000
108468990,Заказ,160
108471145,Возврат/Закупка,-107.89
108475943,Заказ,11455610
108476278,Заказ,3969910
108630167,Заказ,2726605.16
108630303,Заказ,2566481
108633327,Заказ,45000
108635892,Заказ,23000
108652620,Заказ,1200000
108653314,Заказ,9076549.82
108657784,Заказ,316.8
108664899,Заказ,450900
108684508,Заказ,209920
108686199,Заказ,87.92
108689323,Возврат/Закупка,-1021903.3
108689669,Заказ,36430979.56
108689967,Возврат/Закупка,-821023.77
108690247,Возврат/Закупка,-476640.96
108692753,Возврат/Закупка,-1752950
108692846,Возврат/Закупка,-572222.8
108695421,Заказ,1693440
108733864,Заказ,47100
108735172,Заказ,2642556.52
108735403,Заказ,124710
108741518,Заказ,1834880
108753299,Заказ,337600
108762468,Заказ,13738000
108767010,Заказ,4115000
108767132,Заказ,3985000
108777666,Возврат/Закупка,-363525.54
108778485,Заказ,442200000
108788914,Заказ,112.28
108789351,Заказ,2388840.35
108789354,Заказ,2426568.35
108789524,Возврат/Закупка,-77056
108789577,Возврат/Закупка,-77056
108797094,Заказ,232.47
108797434,Заказ,112.28
108813360,Возврат/Закупка,-1
108813546,Заказ,1
108814174,Заказ,2300563.73
108818316,Заказ,42328.4
108822516,Заказ,898466.68
108837283,Заказ,53859.3
108842416,Заказ,315000
108857028,Заказ,1707186
108860105,Заказ,1925000
108863297,Заказ,7175740
108863402,Заказ,1209600
108865360,Возврат/Закупка,-65675
108865399,Возврат/Закупка,-25667843.2
108873263,Возврат/Закупка,-1374303.64
108876280,Заказ,2160000
108878960,Заказ,111.02
108888362,Возврат/Закупка,-8636000
108896273,Заказ,954045.2
108905430,Заказ,35592166.4
108911341,Заказ,436831.4
108929620,Заказ,14039073
108929726,Заказ,13020620
108937742,Заказ,1435570
108942937,Заказ,9972480
108942954,Заказ,3198720
108963678,Заказ,52000
108965493,Заказ,3611000
108965837,Заказ,1472423
108966290,Заказ,4392800
108966379,Заказ,4392800
108966802,Заказ,4598562
108967264,Заказ,1945440
108967341,Заказ,434700
109007545,Заказ,3691239
109008061,Заказ,3498387.4
109019572,Заказ,8581596.23
109043136,Заказ,826831.08
109043139,Заказ,511831.08
109081415,Заказ,3353000
109081426,Заказ,3342500
109131883,Заказ,9293095
109141007,Заказ,1200002
109155103,Заказ,1480438.38
109157854,Заказ,1294000
109168365,Заказ,2432569
109168895,Заказ,3862393.4
109171141,Заказ,6857893.7
109171161,Заказ,6911567.6
109171490,Заказ,7096567.6
109171667,Заказ,8124335.6
109171759,Заказ,5007103.6
109178832,Заказ,216000
109179967,Заказ,168000
109181791,Возврат/Закупка,-145762.95
109181861,Возврат/Закупка,-145762.95
109189766,Заказ,305910.36
109189767,Заказ,305910.36
109915388,Возврат/Закупка,-448600.6
109917263,Заказ,312900
109917276,Заказ,625800
109919292,Заказ,2190300
109922291,Заказ,13121340
109934994,Заказ,19000000
109935588,Заказ,5210000
109935594,Заказ,478.24
109941472,Заказ,9508000
109941478,Заказ,472
109955763,Заказ,9805000
109975200,Заказ,3008600
109975312,Заказ,1048600
109977086,Заказ,28904748.83
109982627,Заказ,1344000
109982706,Заказ,268800
109989356,Заказ,1212000
109999197,Заказ,646110.36
109999272,Заказ,278610.36
109999273,Заказ,290152.59
110001750,Заказ,4392800
110003473,Заказ,7391000
110011632,Заказ,4257000
110014865,Заказ,62975
110023546,Заказ,31738
110024866,Возврат/Закупка,-9499
110030080,Заказ,107.55
110032937,Заказ,286865.2
110051122,Возврат/Закупка,-9508000
110061048,Заказ,294000
110061165,Заказ,294000
110071363,Заказ,294000
110071364,Заказ,294000
110079068,Заказ,8764
110105813,Заказ,1008000
110107358,Заказ,24457341.64
110107950,Заказ,814990
110121350,Заказ,2051750
110121506,Заказ,11076084
110121632,Заказ,1954150
110121712,Заказ,1954150
110121794,Заказ,51750
110121909,Заказ,2055300
110122229,Заказ,1954150
110136681,Заказ,99000
110136750,Заказ,165000
110146880,Заказ,504000
110147099,Заказ,504000
110147100,Заказ,504000
110148299,Заказ,44000
110148355,Заказ,44000
110148356,Заказ,44000
110150431,Возврат/Закупка,-79800
110153326,Заказ,1079800
110154688,Возврат/Закупка,-6000000
110155400,Возврат/Закупка,-1242930.45
110157526,Возврат/Закупка,-417000
110158994,Возврат/Закупка,-376320
110159190,Возврат/Закупка,-365000
110164835,Возврат/Закупка,-12468882.56
110165737,Возврат/Закупка,-5770000
110166271,Возврат/Закупка,-1154000
110186429,Заказ,227.2
110192021,Заказ,10378165.35
110192074,Заказ,11498670.35
110192075,Заказ,10372535.11
110225400,Заказ,426000
110225491,Заказ,426000
110225492,Заказ,426000
110225493,Заказ,426000
110227077,Заказ,8595000
110227130,Заказ,600000
110231180,Заказ,52500
110231215,Заказ,52500
110246555,Заказ,8142848
110252814,Заказ,360000
110252841,Заказ,360000
110258127,Заказ,450000.32
110258210,Заказ,450000.32
110261822,Возврат/Закупка,-132000
110261907,Возврат/Закупка,-132000
110261964,Возврат/Закупка,-132000
110262018,Возврат/Закупка,-132000
110262901,Заказ,1105167
110268612,Возврат/Закупка,-1470612
110272709,Заказ,2590000
110285637,Заказ,3496845
110319192,Заказ,5000
110319196,Заказ,5000
110319962,Возврат/Закупка,-18
110335691,Заказ,17904768.77
110350702,Заказ,14242
110352677,Заказ,930920
110361381,Заказ,1215050
110370979,Заказ,631920
110390038,Заказ,6531000
110390666,Заказ,342000
110392316,Заказ,5320000
110394185,Заказ,328000
110394506,Заказ,61800
110394533,Заказ,40400
110394534,Заказ,29000
110396548,Заказ,36000
110399005,Заказ,153000
110399591,Заказ,280600
110399988,Заказ,83000
110400369,Заказ,372444
110400676,Заказ,326000
110414163,Заказ,102000
110415719,Заказ,120000
110423226,Возврат/Закупка,-493.72
110425294,Заказ,917518.06
110425482,Заказ,331261.34
110430052,Заказ,370500
110431428,Заказ,600001
110431641,Заказ,600001
110431886,Заказ,600001
110440725,Заказ,2546810
110442107,Заказ,5917078.79
110449807,Заказ,240000
110450319,Заказ,1883.12
110460733,Заказ,555000
110468840,Заказ,100000
110469637,Заказ,100000
110469938,Заказ,100000
110470607,Заказ,447323
110472266,Заказ,291000
110472303,Заказ,291000
110472304,Заказ,291000
110472305,Заказ,291000
110478515,Заказ,523.28
110481066,Заказ,3560000
110500679,Заказ,17248
110502828,Заказ,564600
110516018,Возврат/Закупка,-802570.43
110516182,Возврат/Закупка,-113600
110516552,Возврат/Закупка,-55670
110516878,Возврат/Закупка,-100450
110516992,Возврат/Закупка,-525000
110517558,Заказ,10000
110518177,Заказ,10000
110528708,Заказ,25555893.8
110532224,Заказ,66000000
110563734,Заказ,9369600
110565864,Заказ,296000
110565975,Заказ,296000
110565976,Заказ,296000
110580764,Заказ,80000
110592237,Заказ,515342
110612091,Заказ,401700
110613037,Заказ,300000
110635084,Возврат/Закупка,-52500
110635299,Заказ,52530
110657472,Возврат/Закупка,-2000000
110662446,Заказ,370500
110662507,Заказ,370500
110703474,Заказ,8823238
110706289,Заказ,120100
110720338,Заказ,370500
110720341,Заказ,370500
110721022,Заказ,296000
110722390,Заказ,303359.47
110723673,Возврат/Закупка,
110724426,Возврат/Закупка,-185.96
110725135,Возврат/Закупка,-1850000
110752018,Возврат/Закупка,-1850000
110753336,Заказ,10982000
110753506,Заказ,16092800
110753846,Заказ,6589200
110755221,Заказ,184000
110755333,Заказ,184000
110758094,Заказ,13500000
110766201,Заказ,12521765
110801792,Возврат/Закупка,-703500
110803095,Возврат/Закупка,-2006849.5
110803721,Возврат/Закупка,-12020256
110804385,Заказ,108.32
110805487,Возврат/Закупка,-3077360
110805789,Возврат/Закупка,-2212500
110806495,Возврат/Закупка,-880000
110807738,Заказ,130.82
110926755,Заказ,2446600
110927747,Заказ,2531201
110929336,Заказ,5500000
110929583,Заказ,6946000
110935480,Возврат/Закупка,-7546018.05
110937094,Возврат/Закупка,-1105154.58
110937172,Заказ,703500
110937626,Возврат/Закупка,-2471700
110939246,Возврат/Закупка,-2031109.96
110940803,Возврат/Закупка,-1511477.96
110942268,Возврат/Закупка,-1440807.86
110942502,Возврат/Закупка,-319125
110942559,Возврат/Закупка,-191475
110942707,Возврат/Закупка,-807754.42
110958577,Заказ,2719920
110958682,Заказ,2595072
110958842,Заказ,2595072
110977990,Заказ,87749935
111003525,Заказ,153600
111006564,Возврат/Закупка,-523.28
114124554,Возврат/Закупка,-240800
114129349,Возврат/Закупка,-2000000
114132564,Заказ,26063060
114133288,Заказ,2810826
114133479,Заказ,127650
114133887,Заказ,63825
114135268,Возврат/Закупка,-2033
114163517,Заказ,309448.48
114194581,Заказ,711000
114194583,Заказ,606000
114244698,Возврат/Закупка,-734745.74
114244823,Возврат/Закупка,-622832
114244873,Возврат/Закупка,-1155000
114245218,Возврат/Закупка,-614256.66
114251837,Заказ,78500
114284848,Заказ,368250
114285406,Заказ,368250
114296490,Заказ,436500
114296545,Заказ,436500
114319180,Заказ,1600000
114319836,Заказ,1224000
114341614,Заказ,89065945.9
114344814,Заказ,431115.54
114344829,Заказ,397812.76
114344830,Заказ,306810.36
114345786,Заказ,9228955.03
114354792,Заказ,611000
114357030,Заказ,73088105
114363889,Заказ,39250
114364145,Заказ,39250
114369142,Заказ,397700
114372065,Заказ,1994940
114372352,Заказ,14069048
114382331,Заказ,132000
